Time,p1,p2,p3,p4
1,0.0399896962363182,-0.563874869616222,-3.60197744930708,264.022457898454
2,0.0705667870757991,-0.928485025235051,-3.13983508755727,266.060601521056
3,0.045242048168882,-0.57649083060652,-3.91424798951368,264.867332060526
4,0.0320778923606111,-0.439643652376882,-3.91273651266683,263.819026325803
5,0.0236859145429722,-0.361738379816941,-3.80740001159565,263.894998834135
6,0.0399318274296187,-0.515027019523618,-3.86913063428262,265.166903083734
7,0.038387493123981,-0.545020579239646,-3.29268730191658,263.178320456294
8,0.058638025040878,-0.83011335820719,-2.29997484875798,262.320219803357
9,0.0492966528070107,-0.530545706788034,-4.49757155203363,264.934644799782
10,0.037013644134699,-0.46817299138604,-3.82384687009922,262.98465808828
11,0.0345263699582937,-0.407745816301428,-4.67495787249259,267.125131788183
12,0.029741250283608,-0.420157244687598,-4.06356987606409,267.319001559829
13,0.0297423396372883,-0.413588950323113,-4.17522512922498,267.345881109351
14,0.0317004264550289,-0.429396097778623,-3.88952828664542,264.283354895355
15,0.0381250972584104,-0.444524054057946,-4.62265368395507,267.14652675404
16,0.0270754186502544,-0.31979436698428,-5.00393685538969,269.149501373634
17,0.0134546140741081,-0.100843378000689,-5.93477330917083,270.55841180281
18,0.00716502477619615,-0.163355880308347,-4.39150437987389,266.499768992215
19,0.0244532757906152,-0.369623993101062,-4.21585446994628,267.732854764244
20,0.0383138876994676,-0.53336610605732,-3.77587524522515,266.121606225247
21,0.0588456723494433,-0.725018416354032,-4.09379265928238,268.596747279141
22,0.0428731035833579,-0.504445199246893,-4.64860356962815,267.210934642095
23,0.0290583545050467,-0.292321031518672,-5.00551778923172,263.147011507088
24,0.0216847872239369,-0.205363245986557,-5.14226026025817,262.842615715229
25,0.0485361178546148,-0.688010139157579,-2.84501925387954,261.214731441726
26,0.0546070835270374,-0.689970601944155,-3.54995136597031,263.321831619627
27,0.0572960981367619,-0.712153102998743,-3.8738606851001,265.908921094523
28,0.0498128139394499,-0.6196487877155,-3.8766520261315,265.066261330979
29,0.0277131542882925,-0.222195146101803,-5.8541394538956,266.943946145785
30,0.0378659252899123,-0.473742168388799,-4.06129500576191,264.129481514565
31,0.0348298226982751,-0.326548313709284,-5.75204681487512,268.31002450881
32,0.0238383235306348,-0.25351509202337,-5.28819830410827,266.753607336475
33,0.0360604929508758,-0.485214653769387,-4.07069270626532,265.922060782411
34,0.0296358990002333,-0.366739077147243,-4.77544540776415,267.091207952085
35,0.030939084188778,-0.396425417057641,-4.6000046954579,267.115517841784
36,0.0381105952191932,-0.495855759199883,-4.08408380443645,266.209596797873
37,0.0298673818604125,-0.322978940649135,-5.08014576424748,267.657310147761
