Time,p1,p2,p3,p4
1,0.0225991026588204,-0.338138204455558,-3.83563270288198,261.701314530149
2,0.0579061083588657,-0.814506243530871,-2.5438332095656,262.140714756205
3,0.0608770034586677,-0.831350670770901,-2.58009273251458,262.172239738142
4,0.0644614131735627,-0.893933087056647,-2.08260114318842,260.772889803052
5,0.0456937147012536,-0.54665782181199,-3.89676318051543,262.463316989058
6,0.0345366115812871,-0.492535447223035,-2.92240614491126,258.926946433413
7,0.0268445063657878,-0.39025510792754,-3.22536547066131,259.612631471418
8,0.0412716269156746,-0.632967112725598,-2.34363050531374,260.082984406921
9,0.0540869193077403,-0.837212090429009,-1.42556087776718,258.694284053549
10,0.0478588269694989,-0.556853161355829,-3.83654590943365,262.65206104233
11,0.0439010788828339,-0.597365017677508,-3.07908096665798,261.781455141245
12,0.054863011982398,-0.70819841362681,-3.30884656689976,264.137569326691
13,0.0515003907003166,-0.864349977250108,-1.12679546308482,260.81473058763
14,0.0381699040640097,-0.635007833939658,-2.1288289541239,261.00190783689
15,0.0466810593693355,-0.671199605251324,-2.40579381364215,260.348774361934
16,0.0436710907244828,-0.656152609645134,-2.42334178144504,261.460695172948
17,0.040426801451545,-0.602897086089629,-3.04693410577475,265.556380642347
18,0.0441532924455615,-0.555838473458893,-4.26748342656092,269.026216389172
19,0.0556781792571368,-0.82191362207028,-2.56515392015954,266.26966459706
20,0.0395705449895804,-0.588131802958567,-3.0876918289159,264.252853783885
21,0.0567838514024011,-0.799634742906835,-2.73918439103901,264.673130589517
22,0.0832208009583885,-1.0650138826316,-2.90567728351596,267.537216883951
23,0.0722008093148048,-0.87343802773326,-3.66766428956516,266.713284591755
24,0.0382653862809827,-0.403524738869123,-4.86022411866363,264.956543054936
25,0.0442277295046775,-0.538813571213372,-3.95056672570177,263.215540108633
26,0.0735628033633833,-1.01367856590493,-1.90183421744235,261.461782962851
27,0.0585750198050517,-0.696682081167971,-3.65236869919003,263.054514377701
28,0.0654477539790874,-0.796186305796389,-3.51808135491152,265.308420357979
29,0.0644370281596918,-0.812931700132123,-3.16771947910475,264.44067545296
30,0.0388395862096684,-0.423806080715749,-4.42400960403005,263.28619183132
31,0.0368527990710675,-0.457694684846067,-3.63985466419105,260.861153258025
32,0.0623004691021616,-0.797220185308524,-3.09363657201407,262.888374249073
33,0.0480079535780356,-0.564592181977456,-4.22971452227962,264.578150974316
34,0.0585201798832599,-0.823715821239926,-2.42971283080142,262.081234141233
35,0.048066581511756,-0.67033219669863,-3.11565131265779,263.442788556719
36,0.0322572483358755,-0.423820543637012,-4.09875586014518,264.176600465189
37,0.0340818859634748,-0.453576241999785,-3.7347053616199,262.915033247834
38,0.0482560600044953,-0.596931545345222,-3.82400931467625,264.670031740692
39,0.0426819191937188,-0.518872345801812,-4.33754157962416,267.34164137257
40,0.0371514484159551,-0.438647396782276,-4.91042626823517,270.325405530275
41,0.0330041878875532,-0.386757111971191,-4.76789573642885,268.26647891153
42,0.0425269319672248,-0.505950946037285,-4.33677046418341,267.234749695527
43,0.0669426264770245,-0.910263865671064,-2.33189997289954,264.865763415776
44,0.0631123862864024,-0.794639783650769,-2.84766753857216,263.260502393277
45,0.0420510383878821,-0.47035712420418,-4.08719010605085,263.370613526
46,0.0434457043613977,-0.553342384926632,-3.72115571685202,265.129579765795
47,0.0628082315692797,-0.904724158939005,-1.96278878804843,263.061777995663
48,0.0650904251015129,-0.868805600578434,-2.40770253671156,262.223739235046
49,0.0546597235337792,-0.613346734517331,-4.40575045642964,266.296699509992
50,0.0161078701099673,-0.0951042723678754,-5.78811144826712,265.737797090799
51,0.0291239373093248,-0.411986781521917,-3.57357237529958,263.500907858894
52,0.0421681595575999,-0.62528605496819,-3.07032038760355,266.282540266648
53,0.0439995957621882,-0.644679649303198,-3.23710424670691,268.268106979505
54,0.0365663367249613,-0.43386268414378,-4.87965575981253,271.325433546681
55,0.0300442962196693,-0.331581122214626,-5.10136974627068,270.04227931241
56,0.0404957306157111,-0.445971902342588,-5.26606998412564,272.522598450245
57,0.0253815596706643,-0.348086779012031,-4.32434270726702,268.25932180785
58,0.0180071382616048,-0.274618516283616,-3.87317532290153,264.704889464163
59,0.0251961014783336,-0.310964641765661,-4.22244438819348,264.673130251005
60,0.0274447144214683,-0.113633407527077,-6.98138167299036,271.008195918229
61,0.0423975851954848,-0.440578980941816,-5.35467510191623,271.108577372997
62,0.0397367030728824,-0.478587808805986,-4.65444177004137,269.896288280544
63,0.0511373456733829,-0.650656355351665,-4.2526969433069,270.97818134374
64,0.0671286075323827,-0.886778792663621,-3.34243924417399,270.095391395546
65,0.0300111976418332,-0.272852526117466,-6.15492452147498,273.493720157695
66,-0.00356289133913852,0.16666436320253,-7.3043996642995,274.3609619634
67,-0.00888219572980628,0.0893727873015337,-5.74063781497455,271.057393841727
68,0.0534510276041457,-0.831988553200068,-2.41145067527165,268.566252304964
69,0.0363452604655135,-0.522523277059851,-4.09179458693112,271.342708429864
70,0.0326869527959389,-0.44498315182825,-4.51864940632546,272.25363065355
71,0.0194167156718659,-0.196826997969829,-5.6365919725155,273.227388213667
72,0.0302171270193032,-0.292215819443161,-5.83483908923599,274.249352093138
73,0.015037339508089,-0.17670933439,-5.75401967816777,275.457059828579
74,0.0115992819049249,-0.229858371033316,-4.46649392093705,270.652551160174
75,0.00517721309562548,-0.151546240471174,-4.47781159082948,268.97307847426
76,0.0181717086525451,-0.191652564618178,-5.66945403980377,273.054564095683
77,0.0266859133566332,-0.477996985793044,-3.23072847332403,268.808935750805
78,0.0341704512744929,-0.540292486900769,-3.18561534046282,267.209010490774
79,0.0370811870443561,-0.494917667382166,-4.01251295349822,268.266425071195
80,0.0347279633494365,-0.436308421133194,-4.77611708793251,272.205304285416
