Time,p1,p2,p3,p4
1,0.0199251044309282,-0.321916954337414,-4.83048984285311,274.211460884397
2,0.0295006481872946,-0.431273081156645,-4.58370940491063,274.076955484606
3,0.0277904715051887,-0.434014957079617,-4.36875153284649,275.308160639426
4,0.0210039188869242,-0.322745096854876,-4.71186339712872,275.755864954527
5,0.0104061126537026,-0.145179604180081,-5.339972341305,276.180449035636
6,0.011066678990737,-0.230274187277458,-4.85696833463762,278.205074066575
7,0.0225967186790118,-0.389224179019311,-4.33463642703987,277.126580065307
8,0.0150603501094325,-0.232176545520803,-5.05746266160379,277.016618327768
9,0.031435663122964,-0.477876572945065,-4.11394137305687,276.074222468673
10,0.0346913448084683,-0.528331791838579,-3.90529505225068,275.380527179099
11,0.033435041915311,-0.50812105570908,-3.97772430777379,275.212392110647
12,0.0357119521944831,-0.536156898285515,-3.88805958295729,275.888871664818
13,0.0290906376568656,-0.408359041868004,-4.61159723042735,276.630062560814
14,0.0271043882641493,-0.319527776750902,-5.17532670769112,275.831242687328
15,0.0249783699291713,-0.362447766690941,-4.56986816936082,275.169651698498
16,0.0294997798103092,-0.446933232089736,-4.19098451853539,275.153518324129
17,0.0164154824066181,-0.253762113904923,-4.83247253571773,276.640722094514
18,0.0345613092748674,-0.491452635296405,-4.17911036370699,276.3536059665
19,0.0356288352737402,-0.516508714689288,-3.88739792831985,274.08579023703
20,0.0346710547212238,-0.51240517269602,-3.87278033378377,273.216782291837
21,0.0253095347140244,-0.360351491493981,-4.50339806653793,274.572310096832
22,0.0365442596941888,-0.49274813670486,-4.42264656334047,275.786377043258
23,0.0341269985733997,-0.452290442745385,-4.4767500503079,274.482218076011
24,0.0327326496421495,-0.459787171795049,-4.30528463718259,273.922058285695
25,0.0374586803471106,-0.554881768582003,-3.85662030438992,274.075949850349
26,0.0407903293665764,-0.563993277395327,-3.95775376882849,272.981473138691
27,0.0414920689497725,-0.545299113880015,-4.09130676396138,272.752050714591
28,0.0285022866586201,-0.365322298393492,-4.67195352010229,274.079269521601
29,0.0374319125864385,-0.510845706101277,-4.21022063236863,274.824193146635
30,0.0348635756375354,-0.469458941921882,-4.28603508056077,273.484986017108
31,0.0349300421929821,-0.478349599084403,-4.31541084260981,274.751314647793
32,0.0453307465005902,-0.591566460621079,-4.15572107359497,273.853170090077
33,0.0352707122562258,-0.498753739065936,-4.28391066200101,274.93804558782
34,0.0426326717251561,-0.609399159944585,-4.06592975102467,275.42358946666
35,0.037692126254353,-0.489037823357446,-4.54399776917288,274.119747440178
36,0.0416448990728829,-0.550668655348341,-4.15628620995193,273.481631403088
37,0.031520564677774,-0.404528375901561,-4.77075863947049,274.710731531409
38,0.0326943349943813,-0.453331261548786,-4.46123604510936,275.08640355477
39,0.0394457986807746,-0.556376322836579,-4.03819333208855,275.484032153308
40,0.0349959395154755,-0.500612288979479,-4.32889318113365,276.587560271462
41,0.0323316705962322,-0.451368639967909,-4.5843310775557,276.323399435732
42,0.039714390182662,-0.577684696350087,-4.1429922648359,276.4340080995
43,0.0230197434101746,-0.347020166334971,-4.86908225704192,278.348181979629
44,0.0134775500662273,-0.247347140370408,-5.10302506601949,279.766136995312
45,0.034305948453602,-0.527567328352699,-4.17167795867818,278.451766220641
46,0.0351590228041541,-0.521039584297384,-4.28574877513897,277.502835164623
47,0.0267455118319754,-0.343055604980629,-5.0445083242632,276.161474027755
48,0.0245570908929954,-0.307550547304125,-5.1264446827199,275.55804224203
49,0.0212148549835756,-0.255977552089209,-5.43662513306389,276.286209296593
50,0.0365677404754402,-0.495917670757234,-4.64467989818729,277.101802137647
51,0.0165079237749687,-0.212788136919961,-5.27177734515915,276.277486623862
52,0.024135126497371,-0.352602988012435,-4.68356174915787,276.942843425108
53,0.00712601866290466,-0.146198731989085,-5.25711260733531,279.742518816625
54,0.0110581235840926,-0.18445963244602,-5.35111362769138,279.831723963262
55,0.0158884445735002,-0.246643774883879,-5.21990957505169,278.622153535901
56,0.0123365155576672,-0.177889067872698,-5.39854949493321,278.703040366228
57,0.0147762363641762,-0.225544282328188,-5.13779340228557,278.116526850015
58,0.00854981127865618,-0.144292495793451,-5.37083927733078,278.336296288455
59,0.0218326546957256,-0.34202421286262,-4.81787292008749,278.736851501331
60,0.0182420247889093,-0.299758008276279,-4.98837652989968,279.50222919219
61,0.0208830364008482,-0.290584714144343,-5.09653418513214,278.594178078379
62,0.0224554180738051,-0.316798518562017,-5.01768529249897,279.654080738428
63,0.0245960738187489,-0.354303051465458,-4.81311437893886,278.675334624898
64,0.0216372591817808,-0.305673758174192,-5.11347720019741,278.615299524835
65,0.0150716762951145,-0.223155191984266,-5.45972909188878,279.731698607392
66,0.0139486133607265,-0.200237362022967,-5.63479191585737,280.833625258168
67,0.030374688939233,-0.457252291586272,-4.59595832887645,279.820279185455
68,0.0313657280397977,-0.427154905255192,-4.86588108770314,279.053063266415
69,0.0334053244304894,-0.447471408338896,-4.9480061627617,279.828958496085
70,0.0379601030130568,-0.509595797800758,-4.77085110120537,279.575563324243
71,0.0200119120564585,-0.268534887072753,-5.41265788855796,280.481467928476
72,0.0271131074705858,-0.476137503959565,-4.33738542342624,281.24238704923
73,0.0244828273045937,-0.426874663883555,-4.60066262449992,281.131288842671
74,0.0180062040642664,-0.305923269868036,-5.01289248492002,280.60987667205
75,0.0179610418716354,-0.311654731250558,-4.96826871533186,280.851676683506
76,0.0206645111690696,-0.369370047739032,-4.57213798815485,281.349409755367
77,0.0189423453468189,-0.364797534582227,-4.61765861415498,281.771164436416
78,0.00895712207097937,-0.210080344903929,-5.12445110839798,281.250137399592
79,0.00712530303448855,-0.168990832733964,-5.32142845025154,280.679718016775
80,0.00354247064974709,-0.0839169666480954,-5.74846152221144,280.565225211657
81,0.0108335647781,-0.212545001311716,-5.25476051440441,281.435314950509
82,0.00269450325236218,-0.0852105660711235,-5.66534102276873,282.019806458852
83,0.00322443603211692,-0.0915406153587249,-5.71853866864495,281.345811901134
84,-0.00413354889945575,0.0190971147274289,-5.99834223922411,280.794529326586
85,0.00430172242255632,-0.11929874310256,-5.43301992794368,281.043590798582
86,0.0126278015761382,-0.248194782582171,-4.89257092404881,281.936029155902
87,-0.00112659108455059,-0.0829219104654471,-5.09427644842914,282.784955078621
88,0.00100856536983215,-0.0604890593630628,-5.44792430756541,282.544449427443
89,-0.000469938674371344,-0.00746991068132572,-5.8546328731859,281.253465788613
90,-0.00341272727530458,-0.010075212076426,-5.60367460540237,280.715362754711
91,0.0161349861763528,-0.259570448160024,-4.95290761789001,280.32646570271
92,0.0201615015003273,-0.303956727611144,-4.89223558045277,280.390362669633
93,0.0160361750188613,-0.206138708237345,-5.4639068205255,279.217765374302
94,0.00948177105447957,-0.165418283180043,-5.39104235756234,279.972690798567
95,0.0101384327434745,-0.199960063621596,-5.17507957771798,280.684229195069
96,0.00531384005932105,-0.119545674217112,-5.51835147520394,281.072006236025
97,-0.000459910429152368,-0.0535126104702247,-5.64930165760421,281.276977314616
98,-0.00602537533794167,0.0427197696137091,-6.10931630266813,280.928539716759
99,0.0065751603570306,-0.152875413933113,-5.41746454716037,280.748116992319
100,0.00512592494858378,-0.146267009570622,-5.41517525915855,280.64534870241
101,0.00224824654976513,-0.116203861289037,-5.45217159340517,280.816675640268
102,0.00989336566810035,-0.242020099806305,-4.89757998736807,280.958132670872
103,-0.00354511916474636,-0.0624666714859584,-5.35498215200694,281.062168924403
104,-0.0149282171681287,0.107800422559266,-5.93362288891356,281.8187733013
105,0.000981652398452932,-0.126384129582716,-5.18309271875643,281.613235537933
106,0.000996898402666383,-0.115460693831099,-5.22410341824951,281.473835636089
107,0.00440403531878033,-0.155216989724091,-5.14945908059751,281.790696791004
108,0.00326176939667899,-0.131830634079202,-5.25620081448925,281.969651734631
109,-0.00019949715396032,-0.090678666960398,-5.314387670252,281.612111643884
110,0.0103454558409267,-0.25952068626714,-4.71020233862591,281.80606061033
111,-0.000610552641809917,-0.0774371268646998,-5.4385100038439,281.833908668547
112,0.00258562361843305,-0.127438877561209,-5.2434052695392,282.368940876374
113,-0.00574803156207108,0.0317801427452724,-5.92094411496804,281.295962251268
114,0.0144880938965602,-0.263438240838003,-4.97472583378684,280.296461643979
115,0.00980585891458816,-0.246221066582229,-4.82406069904487,281.029379963535
